"unit","nace_r2","indic_se","geo","time","values"
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2019-01-01,45.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2019-01-01,86.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2019-01-01,45.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2019-01-01,48.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2019-01-01,58
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2019-01-01,58
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2019-01-01,64.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2019-01-01,54.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2019-01-01,52.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2019-01-01,67.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2019-01-01,51.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2019-01-01,58.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2019-01-01,50.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2019-01-01,43.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2019-01-01,38.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2019-01-01,40.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2019-01-01,38.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2019-01-01,50.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2019-01-01,45.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2019-01-01,48.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2019-01-01,42.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2019-01-01,43.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2019-01-01,44.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2019-01-01,45.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2019-01-01,47
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2019-01-01,42.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2019-01-01,42.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2019-01-01,44
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2019-01-01,43.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2019-01-01,46.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2019-01-01,50
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2019-01-01,43.9
